HSCODE,DESCRIPTION,CD,RD,SD,VAT,AIT,AT,FIXED
84759000,Parts Of Machines Of 84.75,1,0,0,15,5,5,26.2
84762100,"Automatic Beverage-Vending Machines, With Heating Or Refrigerating Devices",10,0,0,15,5,5,37
84762900,"Automatic Beverage-Vending Machines,Without Heating/Refrigerating Devices",10,0,0,15,5,5,37
84768100,Automatic Vending Machines Wth Heatng/Refrigertng Devices(Exc.Bev.Machines,10,0,0,15,5,5,37
84768900,"Automatic Vending Machines Without Heating/Refrigerating Devices,Nes",10,0,0,15,5,5,37
84769000,Parts For Automatic Goods-Vending Machines,10,0,0,15,5,5,37
84771000,"Injection-Moulding Machines For Working Rubber Or Plastics, Etc",1,0,0,15,5,5,26.2
84772000,Extruders For Working Rubber Or Plastics And Making Products Thereof,1,0,0,15,5,5,26.2
84773000,"Blow Moulding Machines For Working Rubber Or Plastics, Etc",1,0,0,15,5,5,26.2
84774000,Vacuum Moulding Machines And Other Thermoforming Machines For Rubber...,1,0,0,15,5,5,26.2
84775100,Machinery For Moulding Or Retreading Pneumatic Tyres...,1,0,0,15,5,5,26.2
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
84775900,"Machinery For Moulding Or Forming Rubber Or Plastics, Etc, Nes",1,0,0,15,5,5,26.2
84778000,"Other Machinery For Working Rubber/Plastics Or Making Products Thereof,Nes",1,0,0,15,5,5,26.2
84779000,"Parts Of Machinery For Working Rubber Or Plastics, Etc",1,0,0,15,5,5,26.2
84781000,"Machinery For Preparing Or Making Up Tobacco, Nes",10,0,0,15,5,5,37
84789000,Parts Of Machinery Preparing Or Making Up Tobacco,10,0,0,15,5,5,37
84791000,"Machinery For Public Works, Building..., Having Individual Functions",1,0,0,15,5,5,26.2
84792000,Machinery For The Extraction/Preparation Of Animal/Vegetable Fats Or Oil,1,0,0,15,5,5,26.2
84793000,"Machinery For Treating Wood Or Cork, Having Individual Functions",1,0,0,15,5,5,26.2
84794000,Rope Or Cable-Making Machines,1,0,0,15,5,5,26.2
84795000,"Industrial Robots, Nes",1,0,0,15,5,5,26.2
84796000,Evaporative Air Coolers,25,3,0,15,5,5,58.6
84797100,Passenger boarding bridges of a kind used in airports,1,0,0,15,5,5,26.2
84797900,Other Passenger boarding bridges:,1,0,0,15,5,5,26.2
84798100,"Machines For Treatng Metal,Inc.Elec.Wire Coilwinders,Individual Functions",0,0,0,15,5,5,25
84798200,"Machines For Mixing,Kneading,Crushing,Grinding,Having Individual Functions",1,0,0,15,5,5,26.2
84798300,Cold isostatic presses,1,0,0,15,5,5,26.2
84798900,"Machines, having individual functions, nes",1,0,0,15,5,5,26.2
84799000,Parts Of Machines Having Individual Functions Of Hs Heading 8479,1,0,0,15,5,5,26.2
84801000,Moulding Boxes For Metal Foundry,1,0,0,15,5,5,26.2
84802000,Mould Bases,1,0,0,15,5,5,26.2
84803000,Moulding Patterns,1,0,0,15,5,5,26.2
84804100,Injection Or Compression Type Moulds For Metal Or Metal Carbides,1,0,0,15,5,5,26.2
84804900,Moulds For Metal Or Metal Carbides (Excl. Injection Or Compression),1,0,0,15,5,5,26.2
84805000,Moulds For Glass,1,0,0,15,5,5,26.2
84806000,Moulds For Mineral Materials,1,0,0,15,5,5,26.2
84807100,Injection Or Compression Type Moulds For Rubber Or Plastics,1,0,0,15,5,5,26.2
84807900,Moulds For Rubber Or Plastics (Excl. Injection Of Compression),1,0,0,15,5,5,26.2
84811011,"Pressure-reducing valves,... not exceeding 1 inch Pressure regulator/valve for LPG",5,0,0,15,5,5,31
84811019,"Pressure-reducing valves,... not exceed 1 inch, Excl. Press. regulator/valve for LPG",25,3,0,15,5,5,58.6
84811090,Exclu. Inner Diameter not exceeding 1 inch,1,0,0,15,5,5,26.2
84812010,"Valves for oleohydraulic or pneumatic transmission, inner diameter not exceeding 1 in",25,3,0,15,5,5,58.6
84812090,"Valves for oleohydraulic or pneumatic transmissions,Excl.Inner diameter not excee. 1 i",1,0,0,15,5,5,26.2
84813011,For LPG filling plant,10,0,0,15,5,5,37
84813019,"Check (nonreturn) valves, inner diameter <= 1 inch.",25,3,0,15,5,5,58.6
84813090,"Check (nonreturn) valves, Excl. Inner Diameter <= 1 inch.",1,0,0,15,5,5,26.2
84814011,"Safety or relief valves, Inner diameter <= 1 inch., Safety or relief valve for LPG",5,0,0,15,5,5,31
84814019,"Safety or relief valves, Inner dia. <= 1 inch., Excl. Safety or relief valve for LPG",25,3,0,15,5,5,58.6
84814090,"Safety or relief valves, Excl. diameter <= 1 Inch",1,0,0,0,5,5,11.05
84818010,Inner-Tube Valves For motorized or non-motorized vehicles,5,0,0,15,5,5,31
84818021,Hand diaphragm valve,10,0,0,15,5,5,37
84818029,Hand diaphragm valve,25,3,0,15,5,5,58.6
84818090,"Inner Diameter <1 inch,nes",10,0,0,15,5,5,37
84819010,Parts of taps and cocks,25,3,0,15,5,5,58.6
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
84819090,"Parts of taps and cocks, NES",1,0,0,15,5,5,26.2
84821000,Ball Bearings,10,0,0,15,5,5,37
84822000,"Tapered Roller Bearings, Including Cone And Tapered Roller Assemblies",10,0,0,15,5,5,37
84823000,Spherical Roller Bearings,10,0,0,15,5,5,37
84824000,Needle Roller Bearings,10,0,0,15,5,5,37
84825000,Other Cylindrical Roller Bearings (Excl. Needle),10,0,0,15,5,5,37
84828000,"Ball Or Roller Bearings (Incl. Combined Ball/Roller Bearings), Nes",25,3,0,15,5,5,58.6
84829100,"Balls, Needles And Rollers",5,0,0,15,5,5,31
84829900,"Parts Of Ball Or Roller Bearings (Excl. Balls, Needles And Rollers)",5,0,0,15,5,5,31
84831000,Transmission shafts (incl. cam and crank shafts) and cranks,10,0,0,15,5,5,37
84832000,"Bearing housings, incorporating ball or roller bearings",1,0,0,15,5,5,26.2
84833000,"Bearing Housings, Nes; Plain Shaft Bearings",1,0,0,15,5,5,26.2
84834000,Gears and gearing; ball or roller screws; gear boxes and other speed changers...,1,0,0,15,5,5,26.2
84835000,Flywheels And Pulleys (Incl. Pulley Blocks),1,0,0,15,5,5,26.2
84836000,Clutches And Shaft Couplings (Incl. Universal Joints),1,0,0,15,5,5,26.2
84839000,"Parts Of Transmission Shafts, Cranks, Bearing Housings, Gears, Etc",1,0,0,15,5,5,26.2
84841000,Gaskets... Of Metal Combined With Other Materials Or >1 Metal Layer,1,0,0,15,5,5,26.2
84842000,Mechanical Seals,1,0,0,15,5,5,26.2
84849000,Sets Or Assortments Of Gaskets And Similar Joints,1,0,0,15,5,5,26.2
84851000,"Machines for additive manufacturing, By metal deposit",1,0,0,15,5,5,26.2
84852000,"Machines for additive manufacturing.,By plastics or rubber deposit",1,0,0,15,5,5,26.2
84853000,"Machines for additive manufacturing By plaster, cement, ceramics or glass deposit",1,0,0,15,5,5,26.2
84858000,"Machines for additive manufacturing, NES",1,0,0,15,5,5,26.2
84859000,Machines for additive manufacturing. Parts,1,0,0,15,5,5,26.2
84861000,Machines and apparatus for the manufacture of boules or wafers,1,0,0,15,5,5,26.2
84862000,Machines & apparatus for the mfg.of semiconductor dev. or of electronic integr,1,0,0,15,5,5,26.2
84863000,Machines and apparatus for the manufacture of flat panel displays,1,0,0,15,5,5,26.2
84864000,Machines and apparatus specified in Note 9 (C) to this Chapter,5,0,0,15,5,5,31
84869000,Parts and accessories,1,0,0,15,5,5,26.2
84871000,Ships' or boats' propellers and blades therefore,10,0,0,15,5,5,37
84879000,Machinery Parts other than ships' or boats' propellers and blades therefore,10,0,0,15,5,5,37
85011010,Fan motor fitted with revolving mechanism,15,0,0,15,5,5,43
85011090,Motors Of An Output =<37.5 W,15,0,0,15,5,5,43
85012010,Fan motor fitted with revolving mechanism,10,0,0,15,5,5,37
85012091,Motors of an output not exceeding 37.5 W but not exceeding 750 W,15,0,0,15,5,5,43
85012099,Excluding Motors of an output not exceeding 37.5 W but not exceeding 750 W,10,0,0,15,5,5,37
85013100,"Oth DC motors; DC generators, other than photovoltaic genera <=1200 W",15,0,0,15,5,5,43
85013200,"Oth DC motors; DC generators, other than photovoltaic generators : >1200 W But <=7",1,0,0,15,5,5,26.2
85013300,"Oth DC motors; DC generators, other than photovoltaic generators >75 Kw But <=375",1,0,0,15,5,5,26.2
85013400,"Oth DC motors; DC generators, other than photovoltaic generators >375 kW",1,0,0,15,5,5,26.2
85014010,"Ac motors, single-phase.. Of an output not exceeding 750 W",15,0,0,15,5,5,43
85014020,"Ac motors, single-phase...Of an output exceeding 750 W but not exceeding 75 KW",1,0,0,15,5,5,26.2
85014090,"Ac motors, single-phase...Excl. Of an output not exceeding 750 W",1,0,0,15,5,5,26.2
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
85015100,"Ac Motors, Multi-Phase, Of An Output =<750 W",15,0,0,15,5,5,43
85015200,"Ac motors, multi-phase, of an output >750 W-<=75 kW",1,0,0,15,5,5,26.2
85015300,"Ac Motors, Multi-Phase, Of An Output >75 Kw",1,0,0,15,5,5,26.2
85016100,"AC generators (alternators), other than photovoltaic generators :<=75 Kva",1,0,0,15,5,5,26.2
85016200,"AC generators (alternators), other than photovoltaic generators=>75 Kva But <=375 Kv",1,0,0,15,5,5,26.2
85016300,"AC generators (alternators), other than photovoltaic generato >=375 Kva But <=750 Kv",1,0,0,15,5,5,26.2
85016400,"AC generators (alternators), other than photovoltaic generato >750 Kva",1,0,0,15,5,5,26.2
85017100,Photovoltaic DC generators : Of an output not exceeding 50 W,1,0,0,15,5,5,26.2
85017210,Photovoltaic DC generators : Of an output exceeding 50 W :,1,0,0,15,5,5,26.2
85017220,Photovoltaic DC generators :Of an output exceeding 750 W not exceeding 75 kW,1,0,0,15,5,5,26.2
85017230,Photovoltaic DC generators : Of an output exceeding 75 kW not exceeding 375 kW,1,0,0,15,5,5,26.2
85017240,Photovoltaic DC generators : Of an output exceeding 50 W :,1,0,0,15,5,5,26.2
85018010,Photovoltaic AC generators,1,0,0,15,5,5,26.2
85018020,Photovoltaic AC generators : Of an output exceeding 75 kVA but not exceeding 375 kV,1,0,0,15,5,5,26.2
85018030,Photovoltaic AC generators :Of an output exceeding 375 kVA but not exceeding 750 kV,1,0,0,15,5,5,26.2
85018090,Photovoltaic AC generators,1,0,0,15,5,5,26.2
85021100,"Generating Sets With Compression-Ignition Engines, =<75 Kva",1,0,0,15,5,5,26.2
85021200,"Generating Sets With Compression-Ignition Engines, >75 Kva But <=375 Kva",1,0,0,15,5,5,26.2
85021300,"Generating Sets With Compression-Ignition Engines, >375 Kva",1,0,0,15,5,5,26.2
85022000,Generating sets with spark-ignition internal combustion piston engines,1,0,0,15,5,5,26.2
85023100,Wind-Powered Generating Sets,1,0,0,15,5,5,26.2
85023900,"Generating sets (excl. wind-powered), nes",1,0,0,15,5,5,26.2
85024000,Electric Rotary Converters,1,0,0,15,5,5,26.2
85030010,Parts Of Photovoltic Generators Of Heading No 85.01 Or 85.02,1,0,0,15,5,5,26.2
85030020,PARTS OF OTHER GENERATOR,1,0,0,15,5,5,26.2
85030030,Rotor/Motor bush/Casing for electric motors,1,0,0,15,5,5,26.2
85030091,Stator with winding wire,15,0,0,15,5,5,43
85030092,STATOR WITHOUT WINDING WIRE,15,0,0,15,5,5,43
85030093,,15,0,0,15,5,5,43
85030099,Stator other than with/without winding wire,1,0,0,15,5,5,26.2
85041000,Ballasts For Discharge Lamps Or Tubes,25,3,0,15,5,5,58.6
85042100,"Liquid Dielectric Transformers, Power Handling Capacity =<650 Kva",25,3,0,15,5,5,58.6
85042210,Having a power handling capacity exceeding 650kVA but exceeding 1000kVA,25,3,0,15,5,5,58.6
85042290,Having a power handling capacity exceeding 1000kVA but not exceeding 10000kVA,10,0,0,15,5,5,37
85042310,"Liquid Dielectric Transformers, Power Handling Capacity >10000 Kva",1,0,0,15,5,5,26.2
85042390,"Liquid Dielectric Transformers, Power Handling Capacity >10000 Kva",10,0,0,15,5,5,37
85043100,"Transformers, Nes, Power Handling Capacity =<1 Kva",10,0,0,15,5,5,37
85043200,"Transformers, Nes, Power Handling Capacity =>1 Kva But <=16 Kva",25,3,20,15,5,5,89.32
85043300,"Transformers, Nes, Power Handling Capacity 16-500 Kva",25,3,20,15,5,5,89.32
85043400,"Transformers, Nes, Power Handling Capacity >500 Kva",25,3,0,15,5,5,58.6
85044010,Mobile battery charger(less than 6V),25,3,0,15,5,5,58.6
85044020,UPS/IPS (Capacity upto 2000 VA),15,0,0,15,5,5,43
85044030,"Voltage stabilizer (capacity upto 2,000 VA)",15,0,0,15,5,5,43
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
85044090,Other Static converters,10,0,0,15,5,5,37
85045000,"Inductors, Nes",1,0,0,15,5,5,26.2
85049010,"Electrical transformers, static converters .. Tap Changer",5,0,0,15,5,5,31
85049020,Formed core,25,3,0,15,5,5,58.6
85049030,"Electrical transformers, static converters .. Parts, Parts of static converter",10,0,0,15,5,5,37
85049090,"Parts Of Transformers, Inductors And Static Converters, Nes",25,3,0,15,5,5,58.6
85051100,Permanent Magnets And Articles Becoming Permanent Magnets Of Metal,1,0,0,15,5,5,26.2
85051900,Permanent Magnets And Articles Becoming Permanent Magnets (Excl. Metal),1,0,0,15,5,5,26.2
85052000,"Electro-Magnetic Couplings, Clutches And Brakes",1,0,0,15,5,5,26.2
85059000,"Other Electro-Magnetic Or Permanent Magnet Chucks,Etc;Incl.Parts Of Magnet",1,0,0,15,5,5,26.2
85061000,"Primary cells & primary Battery of Manganese dioxide, TV",25,3,20,15,5,5,89.32
85063000,Primary Cells And Primary Batteries Of Mercuric Oxide,25,3,20,15,5,5,89.32
85064000,Primary Cells And Primary Batteries Of Silver Oxide,25,3,20,15,5,5,89.32
85065000,Primary Cells And Primary Batteries Of Lithium,25,3,20,15,5,5,89.32
85066010,Primary Cells And Primary Batteries Of Air-Zinc,5,3,20,15,5,5,60.52
85066090,Primary Cells And Primary Batteries Of Air-Zinc EXCL. Hearing Aid,25,3,20,15,5,5,89.32
85068000,"Primary Cells And Primary Batteries, Nes",25,3,20,15,5,5,89.32
85069010,Separator (Parts Of Primary Cells And Primary Batteries),10,0,0,15,5,5,37
85069090,"Parts Of Primary Cells And Primary Batteries,Excl.Separator, Nes",10,0,0,15,5,5,37
85071000,Lead-Acid Accumulators For Starting Piston Engines,25,3,20,15,5,5,89.32
85072010,Sealed (capacity 85 amp or less),25,3,0,15,5,5,58.6
85072090,Other Lead Acid Accumulators,25,3,20,15,5,5,89.32
85073000,"Nickel-Cadmium Accumulators, Separators.",25,3,0,15,5,5,58.6
85075000,Nickel-metal hydride,25,3,0,15,5,5,58.6
85076000,Lithium-ion,25,3,0,15,5,5,58.6
85078010,"Electric Accumulators,Seperators(Excl.Lead-Acid,Nickel-Cadmium/Nickel-Iron",10,0,0,15,5,5,37
85078090,"Electric Accumulators,Seperators(Excl.Lead-Acid,Nickel-Cadmium/Nickel-Iron",25,3,0,15,5,5,58.6
85079010,Separators,25,3,0,15,5,5,58.6
85079090,"Parts Of Electric Accumulators, Nes",10,0,0,15,5,5,37
85081100,"Vacuum Cleaners of a power not >1,500 W and a dust bag or oth recept. Cap. Not",25,3,0,15,5,5,58.6
85081900,"Vacuum Cleaners of a power >1,500 W and a dust bag or oth recept. Cap. > 20 l",25,3,0,15,5,5,58.6
85086010,"Other vacuum cleaners, Industrial type",5,0,0,15,5,5,31
85086090,"Other vacuum cleaners, Excluding Industrial type",25,3,0,15,5,5,58.6
85087000,Parts,25,3,0,15,5,5,58.6
85094000,Electro-Mechanical Domestic Food Grinders/Mixers/Juice Extractors,25,3,20,15,5,5,89.32
85098000,"Electro-Mechanical Domestic Appliances, Nes, With Electric Motor",25,3,0,15,5,5,58.6
85099000,Parts Of Electro-Mechanical Domestic Appliances,10,0,0,15,5,5,37
85101000,Shavers With Self-Contained Electric Motor,25,3,20,15,5,5,89.32
85102000,Hair Clippers With Self-Contained Electric Motor,25,3,20,15,5,5,89.32
85103000,"Hairremoving Appliances Wth Selfcontained Elec.Motor,(Exc.Shavers/Clippers",25,3,20,15,5,5,89.32
85109000,Parts Of Shavers And Hair Clippers Etc With Self-Contained Electric Motor,10,0,0,15,5,5,37
85111010,Sparking Plugs,1,0,0,15,5,5,26.2
85111090,Sparking Plugs,10,0,0,15,5,5,37
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
85112000,Ignition magnetos; magneto-dynamos; magnetic flywheels,10,0,0,15,5,5,37
85113000,Distributors; Ignition Coils,10,0,0,15,5,5,37
85114000,Starter motors and dual purpose starter-generators,10,0,0,15,5,5,37
85115000,"Generators, Nes, For Internal Combustion Engines",10,0,0,15,5,5,37
85118000,"Ignition/Starting Equipment, Nes, For Internal Combustion Engines",10,0,0,15,5,5,37
85119000,Parts Of Electrical Ignition/Starting Equipment Of 85.11,10,0,0,15,5,5,37
85121000,Lighting Or Visual Signalling Equipment For Bicycles,10,0,0,15,5,5,37
85122000,Lighting Or Visual Signalling Equipment For Motor Vehicles,10,0,0,15,5,5,37
85123000,Sound Signalling Equipment For Cycles Or Motor Vehicles,10,0,0,15,5,5,37
85124000,"Windscreen Wipers, Defrosters And Demisters For Motor Vehicles",10,0,0,15,5,5,37
85129000,"Parts Of Vehicle Lighting/Signalling, Etc, Equipment Of 85.12",10,0,0,15,5,5,37
85131010,Solar powered lantern/lamps having no provision for electrical power,0,0,0,15,5,5,25
85131090,"Lamps, NES",25,3,0,15,5,5,58.6
85139010,Parts of solar powered lantern/lamps having no provision for electrical power,10,0,0,15,5,5,37
85139090,Parts of portable electric lamps of 85.13,10,0,0,15,5,5,37
85141100,Resistance heated furnaces and ovens : Hot isostatic presses,1,0,0,15,5,5,26.2
85141900,Resistance heated furnaces and ovens : Excluding Hot isostatic presses,1,0,0,15,5,5,26.2
85142000,Induction Or Dielectric Industrial Or Laboratory Furnaces And Ovens,1,0,0,15,5,5,26.2
85143100,Other furnaces and ovens : Electron beam furnaces,1,0,0,15,5,5,26.2
85143200,Other furnaces and ovens : Plasma and vacuum arc furnaces,1,0,0,15,5,5,26.2
85143900,"Other furnaces and ovens , NES",1,0,0,15,5,5,26.2
85144000,Industrial Or Laboratory Inductionor Dielectric Heating Equipment,1,0,0,15,5,5,26.2
85149000,"Parts Of Industrial Or Laboratory Furnaces And Ovens, Etc, Of 85.14",1,0,0,15,5,5,26.2
85151100,Soldering Irons And Guns,1,0,0,15,5,5,26.2
85151900,"Brazing Or Soldering Machines And Apparatus, Nes",1,0,0,15,5,5,26.2
85152100,"Machines For Resistance Welding Of Metal, Fully Or Partly Automatic",1,0,0,15,5,5,26.2
85152900,"Machines And Apparatus For Resistance Welding Of Metal, Not Automatic",1,0,0,15,5,5,26.2
85153100,"Machines For Arc (Incl. Plasma Arc) Welding Of Metals, Automatic",1,0,0,15,5,5,26.2
85153900,"Machines For Arc (Incl. Plasma Arc) Welding Of Metals, Not Automatic",1,0,0,15,5,5,26.2
85158000,"Machines And Apparatus For Welding/Spraying Of Metals, Nes",1,0,0,15,5,5,26.2
85159000,"Parts Of Soldering, Brazing, Welding, Etc, Machines/Apparatus Of 85.15",1,0,0,15,5,5,26.2
85161010,Solar water heater with insulated storage tank,10,0,0,15,5,5,37
85161090,Other than water heater with insulated storage tank,25,3,0,15,5,5,58.6
85162100,Electric Storage Heating Radiators,10,0,0,15,5,5,37
85162900,"Electric space heating and soil heating apparatus, nes",10,0,0,15,5,5,37
85163100,Electro-Thermic Hair Dryers,25,3,0,15,5,5,58.6
85163200,"Electro-Thermic Hair-Dressing Apparatus, Etc (Excl. Dryers)",25,3,0,15,5,5,58.6
85163300,Electro-Thermic Hand-Drying Apparatus,25,3,0,15,5,5,58.6
85164010,Industrial Steam Iron,1,0,0,15,5,5,26.2
85164090,"Other Electrical Smoothing Irons,Nes",25,3,0,15,5,5,58.6
85165000,Microwave Ovens,25,3,20,15,5,5,89.32
85166000,"Electric Ovens, Nes; Cookers, Cooking Plates, Boiling Rings, Grillers...",25,3,20,15,5,5,89.32
85167100,Electro-Thermic Coffee Or Tea Makers,25,3,0,15,5,5,58.6
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
85167200,Toasters,25,3,0,15,5,5,58.6
85167910,"Electro-Thermic Domestic Appliances, Nes",25,0,0,15,5,5,55
85167920,Mosquito/Insect killing bat,25,3,0,15,5,5,58.6
85167990,"Electro-Thermic Domestic Appliances, Nes",25,3,0,15,5,5,58.6
85168000,Electric Heating Resistors (Excl. Those Of 85.45),10,0,0,15,5,5,37
85169000,Parts Of Electro-Thermic Appliances Of 85.16,10,0,0,15,5,5,37
85171100,"Telephone set,inclu.telephone for cellu. network line t.phon Sets With ordless Handse",25,3,0,15,5,5,58.6
85171300,Smartphones,25,3,0,15,5,5,58.6
85171400,Other telephones for cellular networks or for other wireless networks,25,3,0,15,5,5,58.6
85171800,Telephone set for other wireless networks,25,3,0,15,5,5,58.6
85176100,"Other apparatus for transmission or reception of voice, images or other data??b",10,0,0,15,5,5,37
85176210,Transmitting and receiving apparatus,10,0,0,15,0,5,32
85176220,Telephonic or telegraphic switching apparatus,10,0,0,15,0,5,32
85176230,"Modem; Ethernet interface card; computer network switch, hub and router",10,0,0,0,0,5,15.5
85176240,G.master clock; modulator; m.plexer; optical fiber platform; network mgmt. system,10,0,0,0,5,5,20.5
85176250,"WI-FI WIMAX LAN Card Access point,Security Dev",10,0,0,15,5,5,37
85176260,ANTENA FOR BASE STATION,10,0,0,15,5,5,37
85176290,"Other reception, transmission app.(excl. modem, telephonic/telegraphic switch.",25,3,0,15,5,5,58.6
85176900,Other telephone sets (excl. video phone ),25,3,0,15,5,5,58.6
85177100,Parts : Aerials and aerial reflectors of all kinds; parts suitable for use therewith,10,0,0,15,5,5,37
85177900,Parts : NES,10,0,0,15,5,5,37
85181000,Microphones And Stands Therefor,25,3,0,15,5,5,58.6
85182100,"Single Loudspeakers, Mounted In Their Enclosures",25,3,0,15,5,5,58.6
85182200,"Multiple Loudspeakers, Mounted In The Same Enclosure",25,3,0,15,5,5,58.6
85182900,"Loudspeakers, Not Mounted In Encloseurs",25,3,0,15,5,5,58.6
85183000,"Headphones, Earphones And Combined Microphone/Speaker Sets",25,3,0,15,5,5,58.6
85184000,Audio-Frequency Electric Amplifiers,25,3,0,15,5,5,58.6
85185000,Electric Sound Amplifier Sets,25,3,0,15,5,5,58.6
85189000,Parts Of Apparatus Of 85.18,10,0,0,15,5,5,37
85192000,"Apparatus operated by coins, banknotes, bank cards, tokens ..other means of paymen",25,3,20,15,5,5,89.32
85193000,Turntables (record-decks) :,25,3,20,15,5,5,89.32
85198110,"Other apparatus, Using magnetic, optical or semiconductor media, In CKD condit",25,3,0,15,5,5,58.6
85198120,"Other apparatus, Using magnetic, optical or semiconductor media, In CBU condit",25,3,20,15,5,5,89.32
85198910,"Other Sound recording or reproducing apparatus, In CKD condition, nes",25,3,0,15,5,5,58.6
85198920,"Other Sound recording or reproducing apparatus, In CBU condition, nes",25,3,20,15,5,5,89.32
85211010,"Video Recording..Appa.,With/Without Video Tuner,Magnetic Tape-Type In Ckd",25,3,20,15,5,5,89.32
85211020,"Video Recording..Appa.,With/Without Video Tuner,Magnetic Tape-Type In Cbu",25,3,20,15,5,5,89.32
85219010,"Video Recording/Reprod,Appara.With/Without Vdo Tuner,Exc,Mag.Tape In Ckd",25,3,20,15,5,5,89.32
85219020,"Vdo Rcding./Reprod.Appa.,With/Without Vdo Tuner,Exc.Mag.Tape Type In Cbu",25,3,20,15,5,5,89.32
85221000,Pick-Up Cartridges,25,3,0,15,5,5,58.6
85229010,OTHER APPARATUS OF THE HEADING 8519,25,3,0,15,5,5,58.6
85229020,For apparatus of Heading 85.21,25,3,20,15,5,5,89.32
85229090,"Parts & acc. for use with apparatus of 85.19 to 85.21, (excl.pick-up cartridges),nes",25,3,0,15,5,5,58.6
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
85232100,Cards incorporating a magnetic stripe,25,0,0,15,5,5,55
85232911,Recitation from the Holy Quran; Reproductions of speech,15,0,0,15,5,5,43
85232912,Database; os; dev tools; productivity; communication or collaboration soft.,15,0,0,15,0,5,38
85232913,Other software for automatic data processing machines,25,3,0,15,5,5,58.6
85232919,"Other recorded media excl. rec. from holy Quran, software, reproduction of spe",25,3,0,15,5,5,58.6
85232990,Other Magnetic Media,15,0,0,15,0,5,38
85234100,Optical media: Unrecorded,15,0,0,15,5,5,43
85234910,Optical media: Recitation from the Holy Quran; Reproductions of speech,15,0,0,15,5,5,43
85234921,Database; os; development tools; productivity; communication or collaboration soft.,15,0,0,15,0,5,38
85234929,Optical media: Incorporating computer software,25,3,0,15,5,5,58.6
85234990,Other Optical media (EXCL. Unrecorded),25,3,0,15,0,5,53.6
85235110,Flash memory card or similar media,15,0,0,15,0,5,38
85235121,"Database,os, dev. tools, security software ms office internet ... presentation tools",15,0,0,15,5,5,43
85235129,Other software for automatic data processing machines,25,3,0,15,5,5,58.6
85235190,"Solid-state non-volatile storage devices, excl flash memory",25,3,0,15,5,5,58.6
85235200,Smart cards,25,3,10,15,5,5,73.96
85235910,Proximity Cards and tags,25,3,0,15,0,5,53.6
85235920,RFID TAG,25,3,0,15,5,5,58.6
85235990,Semiconductor media : Excl. Proximity Cards and tags,15,0,0,15,5,5,43
85238010,Database; os; dev. tools; productivity; commn or collaboration soft.,15,0,0,15,5,5,43
85238020,Other software for automatic data processing machines,25,3,0,15,5,5,58.6
85238090,Excl Database; os; dev. tools; productivity; commn or collaboration soft.,25,3,0,15,5,5,58.6
85241110,Panel of apparatus of Heading 85.28,25,3,0,15,5,5,58.6
85241190,Flat panel display module Without drivers or control circuits :Of liquid crystals :,25,3,0,15,5,5,58.6
85241210,OLED panel of apparatus of Heading 85.28,25,3,0,15,5,5,58.6
85241290,Flat panel display modules ..:Of liquid crystals :Of organic light-emitting diodes,25,3,0,15,5,5,58.6
85241910,LED panel of apparatus of Heading 85.28,25,3,0,15,5,5,58.6
85241990,"Flat panel display modules, Without drivers or control circuits : NES",25,3,0,15,5,5,58.6
85249100,"Flat panel display modules, whether or not incorporating Of liquid crystals",25,3,0,15,5,5,58.6
85249200,Flat panel display modules Of organic light-emitting diodes (OLED),25,3,0,15,5,5,58.6
85249900,"Flat panel display modules, whether or not incorporating touch-sensitive screens,NES",25,3,0,15,5,5,58.6
85255010,"Transmission apparatus, for installation in the aircraft",1,0,0,15,5,5,26.2
85255090,"Transmission apparatus, excl. aircraft",10,0,0,15,0,5,32
85256010,"Transmission apparatus incorporating reception apparatus, for installation in",1,0,0,15,5,5,26.2
85256020,Walkietalkie,25,3,0,15,5,5,58.6
85256090,"Other Transmission apparatus incorporating reception apparatus(excl. aircraft,",10,0,0,15,0,5,32
85258110,High-speed goods as specified in Subheading Note 1 to this Chapter,10,0,0,15,5,5,37
85258190,High-speed goods as specified in Subheading Note 1 to this Chapter,10,0,0,15,5,5,37
85258210,"Other, radiation-hardened or radiation-tolerant goods as specified in Subheading Not",10,0,0,15,5,5,37
85258290,"Other, radiation-hardened or radiation-tolerant goods as specified in Subheading Not",10,0,0,15,5,5,37
85258310,"Other, night vision goods as specified in Subheading Note 3 to this Chapter",10,0,0,15,5,5,37
85258390,"Other, night vision goods as specified in Subheading Note 3 to this Chapter",10,0,0,15,5,5,37
85258900,"Flat panel display modules, whether or not incorporating touch-sensitive screens. NES",10,0,0,15,5,5,37
,,,,,,,,
